Date,ATC Coin,Aidos Kuneen,Ark,BitBay,BitConnect,BitShares,Bitcoin,Bitcoin Cash,BitcoinDark,Bitdeal,BlackCoin,Blocknet,Burst,Byteball Bytes,Bytecoin,Clams,CloakCoin,Compcoin,Counterparty,Crown,DECENT,Dash,Decred,Diamond,DigiByte,DigitalNote,Dogecoin,E-coin,Einsteinium,Elastic,Emercoin,Energycoin,Ethereum,Ethereum Classic,Expanse,Factom,FairCoin,FirstCoin,GXShares,Gambit,GameCredits,Golos,GridCoin,Groestlcoin,Gulden,Hshare,I-O Coin,ION,IOTA,Komodo,LBRY Credits,LEOcoin,Lisk,Litecoin,Lykke,Metaverse ETP,MonaCoin,Monero,MonetaryUnit,Mooncoin,NAV Coin,NEM,NEO,Namecoin,Neblio,Nexus,NoLimitCoin,Nxt,OKCash,Omni,PIVX,Particl,Peercoin,PotCoin,Radium,ReddCoin,Ripple,Rise,Rubycoin,SIBCoin,SaluS,Shift,Siacoin,Skycoin,SpreadCoin,Sprouts,Steem,Stellar Lumens,Stratis,Syscoin,The ChampCoin,Ubiq,Unobtanium,Verge,Vertcoin,Viacoin,Waves,ZCoin,Zcash,ZenCash
2016-02-12,,,,0.000231,,0.003745,379.69,,0.807748,,0.029634,0.064561,8.2e-05,,3.8e-05,0.758524,0.126985,,0.642539,0.000414,,3.26,1.22,0.316668,0.000175,8.9e-05,0.000293,,0.000106,,0.202828,0.00038,5.95,,1.07,1.16,0.009636,,,0.019362,0.008692,,0.005324,0.001268,0.001873,,0.013776,,,,,0.122752,,3.09,,,0.060341,0.517753,0.00012,2.5e-07,0.002942,0.000516,,0.389201,,0.001583,,0.008136,0.000955,3.15,,,0.409095,0.000612,0.085444,2e-05,0.007822,,0.149011,0.005394,0.026578,0.001294,0.001583,,0.049799,2.2e-05,,0.001878,,0.000562,,0.021629,1.36,3.1e-05,0.043521,0.003796,,,,
2016-02-13,,,,0.00021,,0.004804,384.64,,0.749364,,0.034011,0.072173,0.0001,,4.3e-05,0.845116,0.153625,,0.682467,0.000415,,3.79,1.31,0.299751,0.00032,0.000103,0.0003,,0.000111,,0.231227,0.000357,5.69,,0.45911,1.13,0.009914,,,0.019601,0.009832,,0.00543,0.001304,0.001921,,0.013682,,,,,0.134624,,3.12,,,0.061323,0.60533,0.000126,2.8e-07,0.003055,0.000606,,0.400218,,0.001921,,0.009272,0.00098,3.0,0.001156,,0.439993,0.000698,0.079489,2e-05,0.007961,,0.164778,0.009812,0.032025,0.010159,0.001921,,0.057178,3.3e-05,,0.002331,,0.000818,,0.022429,1.29,3.4e-05,0.045784,0.004117,,,,
2016-02-14,,,,0.000201,,0.004541,392.93,,0.7892,,0.033722,0.07763,0.000104,,4.3e-05,0.849963,0.118734,,0.805955,0.000231,,3.8,1.13,0.303707,0.000261,0.000101,0.000295,,0.000238,,0.220963,0.000419,5.4,,0.440221,1.08,0.010996,,,0.02022,0.01007,,0.005478,0.001299,0.00181,,0.015994,,,,,0.137526,,3.15,,,0.057387,0.805152,0.000138,3.9e-07,0.002581,0.000567,,0.410616,,0.001959,,0.008942,0.001096,2.95,0.001147,,0.462113,0.000684,0.082543,2.3e-05,0.008263,,0.166583,0.011465,0.048256,0.008226,0.001959,,0.064653,2.7e-05,,0.002198,,0.001073,,0.022277,1.42,4.3e-05,0.050095,0.006272,,,,
2016-02-15,,,,0.000211,,0.004543,407.57,,0.823148,,0.035085,0.081154,0.000134,,4.2e-05,0.880078,0.119493,,0.831589,0.000815,,3.8,1.18,0.349561,0.000223,0.000122,0.000301,,0.000233,,0.222827,0.000407,5.33,,0.374557,1.11,0.010054,,,0.024454,0.015016,,0.005707,0.00142,0.001882,,0.014409,,,,,0.106783,,3.23,,,0.058381,0.826702,0.000141,3.6e-07,0.002918,0.000595,,0.425775,,0.001891,,0.009609,0.001146,2.99,0.000797,,0.464391,0.000739,0.08146,2.4e-05,0.008593,,0.158597,0.016349,0.044733,0.006437,0.001891,,0.059097,2.4e-05,,0.002192,,0.001014,,0.023725,1.5,3.3e-05,0.063708,0.0063,,,,
2016-02-16,,,,0.000205,,0.00465,401.43,,0.814598,,0.035267,0.070481,0.000124,,4.4e-05,1.03,0.096352,,0.796207,0.0004,,3.78,1.36,0.333968,0.00022,0.00014,0.000298,,0.000214,,0.239803,0.000412,5.33,,0.329451,1.11,0.016436,,,0.020413,0.016338,,0.005542,0.001351,0.001773,,0.016156,,,,,0.096344,,3.2,,,0.055538,0.791869,0.000168,4.1e-07,0.003137,0.000578,,0.409106,,0.002045,,0.009122,0.001286,3.27,0.000436,,0.452808,0.000706,0.157624,2.1e-05,0.008631,,0.162957,0.018287,0.060127,0.007227,0.002045,,0.058583,3.8e-05,,0.00219,,0.001,,0.023867,1.48,3.2e-05,0.06112,0.008384,,,,
2016-02-17,,,,0.000215,,0.005099,407.66,,0.833143,,0.036009,0.074366,0.000127,,4.2e-05,0.93741,0.1118,,0.774115,0.001626,,3.47,1.48,0.332372,0.000228,0.00012,0.00029,,0.000165,,0.246486,0.000391,4.29,,0.326698,1.15,0.012632,,,0.021165,0.020373,,0.005877,0.001398,0.001716,,0.01488,,,,,0.093926,,3.23,,,0.057189,0.952018,0.000136,4.8e-07,0.003075,0.000521,,0.409738,,0.002359,,0.00899,0.001551,3.39,0.000664,,0.452846,0.000754,0.250286,2.4e-05,0.008456,,0.16418,0.015697,0.096602,0.004911,0.002359,,0.067236,3.9e-05,,0.002644,,0.00107,,0.023239,1.43,4e-05,0.061013,0.006684,,,,
2016-02-18,,,,0.000226,,0.004262,416.57,,0.845763,,0.034426,0.083245,0.000117,,3.8e-05,0.953603,0.107041,,0.699954,0.000624,,3.69,1.58,0.337944,0.000225,0.000114,0.000278,,0.000188,,0.264937,0.000437,3.77,,0.212462,1.09,0.013406,,,0.028476,0.016314,,0.006229,0.001865,0.001956,,0.016998,,,,,0.097894,,3.25,,,0.059057,0.732115,0.000144,4.2e-07,0.002532,0.000466,,0.418151,,0.002652,,0.008708,0.001589,3.27,0.000758,,0.454907,0.000735,0.172248,2.1e-05,0.008135,,0.157518,0.015473,0.093687,0.005224,0.002652,,0.079093,3.6e-05,,0.00216,,0.001121,,0.024979,1.55,4.2e-05,0.053264,0.006035,,,,
2016-02-19,,,,0.000217,,0.004294,422.73,,0.919115,,0.034352,0.071015,0.000126,,3.4e-05,0.930311,0.156248,,0.740833,0.000317,,3.54,1.43,0.343213,0.000211,8.5e-05,0.000278,,0.000193,,0.24687,0.000443,4.38,,0.199529,1.08,0.010986,,,0.02304,0.01563,,0.005825,0.001607,0.00188,,0.016745,,,,,0.105167,,3.26,,,0.058379,0.774915,0.00014,5.2e-07,0.002736,0.00056,,0.414131,,0.002217,,0.00866,0.001327,3.19,0.00079,,0.449592,0.000728,0.198741,2.2e-05,0.007994,,0.151781,0.01276,0.084626,0.005972,0.002217,,0.082321,2.9e-05,,0.002118,,0.00135,,0.030559,1.44,5.6e-05,0.053817,0.004916,,,,
2016-02-20,,,,0.00021,,0.004393,421.6,,0.869572,,0.033796,0.065997,0.000114,,3.1e-05,0.958631,0.156738,,0.731468,0.00032,,3.51,1.45,0.325559,0.00021,8.9e-05,0.000297,,0.000197,,0.242343,0.000421,4.68,,0.27226,1.07,0.015569,,,0.02252,0.015021,,0.005222,0.00216,0.001721,,0.018617,,,,,0.104733,,3.27,,,0.058081,0.828511,0.000129,4.3e-07,0.003933,0.000565,,0.413703,,0.002194,,0.008684,0.001297,3.19,0.000866,,0.454299,0.000709,0.443232,2.5e-05,0.008253,,0.14409,0.013027,0.067595,0.006419,0.002194,,0.081666,3e-05,,0.00211,,0.002594,,0.029434,1.45,8.7e-05,0.051532,0.005501,,,,
2016-02-21,,,,0.000225,,0.004142,437.77,,0.922996,,0.035134,0.075656,0.000134,,3.2e-05,0.954611,0.134367,,0.662058,0.000699,,3.63,1.55,0.32417,0.000205,9.5e-05,0.000292,,0.000172,,0.245016,0.000433,4.36,,0.304912,1.03,0.016612,,,0.024451,0.015049,,0.005649,0.002613,0.001805,,0.01699,,,,,0.131148,,3.46,,,0.057649,0.822279,0.000124,4.5e-07,0.00257,0.000597,,0.430774,,0.002418,,0.008562,0.00142,2.73,0.001495,,0.486008,0.000704,0.38386,2.2e-05,0.008246,,0.146198,0.013377,0.065488,0.011703,0.002418,,0.07469,2.7e-05,,0.002057,,0.002343,,0.029963,1.51,8.6e-05,0.051946,0.005076,,,,
2016-02-22,,,,0.000226,,0.004147,438.99,,0.881074,,0.035629,0.070743,0.000114,,3.2e-05,0.944683,0.135259,,0.647425,0.002808,,4.0,1.66,0.353826,0.000206,8.8e-05,0.000287,,0.000133,,0.242333,0.00043,4.66,,0.287735,0.999314,0.013291,,,0.024386,0.01531,,0.005156,0.002301,0.001785,,0.016296,,,,,0.071121,,3.47,,,0.056708,0.77964,0.000143,4.4e-07,0.002235,0.000662,,0.434439,,0.002317,,0.008256,0.001322,2.77,0.001658,,0.512516,0.00072,0.264823,2.4e-05,0.0081,,0.139263,0.013369,0.07023,0.008759,0.002317,,0.081178,2.6e-05,,0.002155,,0.003149,,0.031945,1.75,7.5e-05,0.050845,0.005087,,,,
2016-02-23,,,,0.00021,,0.004132,438.25,,0.940739,,0.034432,0.069003,0.000115,,3.3e-05,0.944857,0.133178,,0.668005,0.001986,,4.11,1.74,0.355397,0.000227,9.6e-05,0.000283,,0.000156,,0.236861,0.000425,5.68,,0.258173,0.975715,0.011635,,,0.02145,0.017299,,0.0054,0.002036,0.001812,,0.019104,,,,,0.071392,,3.49,,,0.057252,0.780228,0.000118,4e-07,0.002446,0.000671,,0.434574,,0.003362,,0.008065,0.001327,2.69,0.001991,,0.495061,0.000705,0.311465,3.1e-05,0.008055,,0.145296,0.012884,0.05135,0.009177,0.003362,,0.059906,2.6e-05,,0.001984,,0.002511,,0.031815,1.64,6.6e-05,0.048301,0.005854,,,,
2016-02-24,,,,0.000201,,0.004201,420.96,,0.830613,,0.032324,0.068599,0.000128,,3.2e-05,0.845968,0.131194,,0.614696,0.002094,,3.8,1.91,0.324614,0.000215,8.5e-05,0.000279,,0.000148,,0.231007,0.000408,5.6,,0.266894,0.972301,0.01104,,,0.017409,0.016828,,0.005336,0.00176,0.001881,,0.01556,,,,,0.046294,,3.4,,,0.05729,0.757318,0.000122,3.8e-07,0.002106,0.000648,,0.417585,,0.002798,,0.007748,0.001293,2.97,0.003833,,0.464,0.000665,0.28865,2.8e-05,0.007971,,0.138625,0.012083,0.049546,0.008707,0.002798,,0.061007,1.7e-05,,0.001904,,0.002201,,0.031555,1.63,5.5e-05,0.043633,0.005286,,,,
2016-02-25,,,,0.0002,,0.004118,425.04,,0.831367,,0.032933,0.073692,0.000135,,3.3e-05,0.854525,0.125289,,0.704344,0.001307,,4.02,2.67,0.33685,0.000216,8.7e-05,0.000277,,0.000147,,0.232331,0.000391,6.19,,0.256094,1.06,0.009205,,,0.018715,0.016447,,0.005275,0.001684,0.00185,,0.017185,,,,,0.063743,,3.39,,,0.058908,0.806463,0.000125,4.9e-07,0.002155,0.000648,,0.418301,,0.002409,,0.008064,0.001306,2.96,0.002523,,0.478397,0.000677,0.291187,2.3e-05,0.008063,,0.139557,0.012306,0.073985,0.005139,0.002409,,0.059494,2.5e-05,,0.001944,,0.002231,,0.031867,1.71,5.5e-05,0.045999,0.005314,,,,
2016-02-26,,,,0.000206,,0.003983,424.63,,0.802284,,0.031343,0.063703,0.00014,,3.3e-05,0.829703,0.10771,,0.664397,0.001703,,3.93,2.43,0.350606,0.000207,8.6e-05,0.000269,,0.000152,,0.225731,0.000412,6.04,,0.261264,1.04,0.010979,,,0.021524,0.015507,,0.005507,0.001605,0.001916,,0.017692,,,,,0.067983,,3.37,,,0.063186,0.806193,0.000113,5e-07,0.002299,0.000632,,0.420926,,0.00242,,0.007646,0.00123,3.26,0.002357,,0.479282,0.00073,0.27938,2.6e-05,0.008025,,0.138997,0.014795,0.051431,0.004248,0.00242,,0.048869,2.2e-05,,0.001976,,0.002423,,0.02976,1.64,5.1e-05,0.045732,0.005946,,,,
2016-02-27,,,,0.000149,,0.004102,432.84,,0.783574,,0.030872,0.060427,0.000136,,3.3e-05,0.836068,0.110271,,0.642513,0.002514,,3.98,2.43,0.346237,0.000208,8.7e-05,0.000259,,0.000156,,0.211436,0.000445,5.96,,0.256964,0.998496,0.01003,,,0.025138,0.01655,,0.005841,0.001645,0.001895,,0.0171,,,,,0.070207,,3.43,,,0.063916,0.820387,0.00012,4.8e-07,0.002322,0.000647,,0.423088,,0.002502,,0.007393,0.001332,3.33,0.001752,,0.480477,0.000724,0.274238,2.7e-05,0.008063,,0.141812,0.017467,0.092422,0.00438,0.002502,,0.042515,2.2e-05,,0.001955,,0.003365,,0.030259,1.91,5.2e-05,0.044109,0.006313,,,,
2016-02-28,,,,0.000205,,0.004046,432.57,,0.791403,,0.029403,0.054536,0.000133,,3.2e-05,0.838848,0.157813,,0.61148,0.00214,,4.08,2.17,0.357451,0.000216,8.2e-05,0.000256,,0.000147,,0.215857,0.000467,6.41,,0.360514,1.01,0.00865,,,0.025951,0.016584,,0.005866,0.00157,0.001791,,0.017009,,,,,0.070159,,3.41,,,0.061766,0.828838,0.000138,5.1e-07,0.002176,0.000643,,0.42815,,0.001929,,0.007531,0.001163,3.3,0.002224,,0.472162,0.000739,0.28324,2.6e-05,0.007977,,0.142853,0.016815,0.089525,0.004424,0.001929,,0.059337,2.7e-05,,0.002003,,0.003593,,0.029195,1.93,4.8e-05,0.041523,0.005939,,,,
2016-02-29,,,,0.000198,,0.004118,433.44,,0.815112,,0.029697,0.049245,0.000135,,3.3e-05,0.832217,0.139372,,0.628724,0.001375,,4.0,2.24,0.347761,0.000208,8.7e-05,0.000254,,0.000157,,0.21623,0.000468,6.46,,0.323927,1.05,0.008622,,,,0.0151,,0.006037,0.001572,0.001699,,0.016529,,,,,0.078031,,3.44,,,0.061102,0.870271,0.000156,4.8e-07,0.00222,0.000654,,0.424233,,0.001777,,0.00755,0.001157,2.89,0.002352,,0.4791,0.000854,0.32701,2.6e-05,0.007895,,0.142091,0.02238,0.129992,0.004448,0.001777,,0.041183,2.6e-05,,0.001981,,0.004718,,0.029474,1.97,5.2e-05,0.04034,0.005707,,,,
2016-03-01,,,,0.000182,,0.003969,437.92,,0.789841,,0.029748,0.042484,0.000129,,3.9e-05,0.760023,0.111121,,0.626866,0.001937,,3.92,2.06,0.341388,0.000209,7.3e-05,0.00025,,0.000175,,0.207573,0.000473,6.32,,0.323584,0.992616,0.007432,,,0.025001,0.019257,,0.006069,0.001584,0.001787,,0.016409,,,,,0.099657,,3.45,,,0.062635,0.870027,0.00015,4.8e-07,0.002077,0.000635,,0.419887,,0.00193,,0.007363,0.001243,2.92,0.002286,,0.469541,0.000844,0.395171,2.6e-05,0.007923,,0.133427,0.026247,0.126387,0.004116,0.00193,,0.04159,3e-05,,0.001949,,0.003373,,0.028836,1.81,4.8e-05,0.04022,0.005509,,,,
2016-03-02,,,,0.000192,,0.003929,435.13,,0.755274,,0.029313,0.048685,0.000128,,3.2e-05,0.697731,0.114744,,0.619894,0.00395,,3.9,1.7,0.329124,0.000231,7.1e-05,0.000247,,0.00022,,0.210158,0.000466,7.63,,0.507565,0.961492,0.011091,,,0.02512,0.017531,,0.006415,0.001553,0.001748,,0.016955,,,,,0.10444,,3.43,,,0.063724,0.846396,0.000161,4.7e-07,0.002014,0.000628,,0.421549,,0.00198,,0.006977,0.001195,2.62,0.001884,,0.462387,0.000846,0.356638,3e-05,0.008005,,0.13311,0.031477,0.134238,0.003535,0.00198,,0.04916,2.6e-05,,0.00191,,0.003277,,0.028518,1.8,3.9e-05,0.040095,0.005523,,,,
2016-03-03,,,,0.00021,,0.003821,423.91,,0.734832,,0.033107,0.058191,0.000147,,3.4e-05,0.645034,0.119124,,0.647571,0.002702,,3.88,1.7,0.328259,0.000262,6.5e-05,0.000244,,0.000286,,0.196068,0.000458,8.44,,0.5425,0.995092,0.011859,,,0.02697,0.015745,,0.006333,0.00159,0.001663,,0.018215,,,,,0.101743,,3.36,,,0.067546,0.823845,0.00019,4.4e-07,0.002118,0.000644,,0.40878,,0.002056,,0.006915,0.001314,2.47,0.002856,,0.455613,0.000877,0.297183,3e-05,0.008028,,0.12761,0.035908,0.128662,0.004122,0.002056,,0.038876,2.5e-05,,0.001888,,0.00312,,0.02697,2.1,4.3e-05,0.039503,0.005646,,,,
2016-03-04,,,,0.000198,,0.004061,421.84,,0.745619,,0.036876,0.051729,0.000148,,3.3e-05,0.661205,0.094803,,0.63116,0.00268,,4.63,1.72,0.327126,0.00027,7.1e-05,0.000246,,0.000308,,0.192945,0.000624,9.24,,0.570955,1.07,0.012649,,,0.025333,0.015346,,0.006146,0.001574,0.001642,,0.017808,,,,,0.101249,,3.32,,,0.068302,1.09,0.000224,5.3e-07,0.002056,0.000606,,0.418386,,0.001712,,0.007484,0.001251,2.05,0.00473,,0.486124,0.000898,0.311295,2.8e-05,0.008036,,0.130672,0.027567,0.127905,0.004239,0.001712,,0.047432,2.6e-05,,0.001891,,0.003023,,0.026948,2.13,4.2e-05,0.039544,0.006032,,,,
2016-03-05,,,,0.000181,,0.004243,410.78,,0.75311,,0.035341,0.045755,0.000141,,3.2e-05,0.673129,0.090266,,0.62625,0.001626,,4.62,1.74,0.304908,0.000242,6.6e-05,0.000238,,0.000294,,0.194236,0.000637,10.37,,0.638965,1.16,0.015205,,,0.030415,0.013968,,0.00588,0.001535,0.001744,,0.018015,,,,,0.105204,,3.25,,,0.065521,1.1,0.00019,5.5e-07,0.001913,0.000627,,0.412417,,0.001952,,0.007222,0.001242,2.0,0.007897,,0.473069,0.000838,0.3615,2.9e-05,0.008117,,0.12405,0.027506,0.08672,0.004073,0.001952,,0.037622,2.4e-05,,0.001913,,0.00287,,0.025708,2.0,4.1e-05,0.043154,0.005862,,,,
2016-03-06,,,,0.000178,,0.004144,400.52,,0.735894,,0.032559,0.049006,0.000124,,2.9e-05,0.636899,0.096653,,0.60427,0.000604,,4.92,1.71,0.26867,0.000212,6.5e-05,0.000223,,0.000279,,0.18356,0.000561,11.2,,0.580288,1.58,0.012818,,,0.024663,0.014384,,0.005827,0.001166,0.001673,,0.018018,,,,,0.124177,,3.19,,,0.063866,1.2,0.0002,5.1e-07,0.002337,0.000709,,0.40087,,0.001899,,0.007092,0.001386,1.96,0.008498,,0.457277,0.0008,0.33288,2.8e-05,0.007857,,0.131654,0.027708,0.088123,0.012016,0.001899,,0.026037,2.4e-05,,0.001824,,0.00261,,0.025232,1.97,4e-05,0.042895,0.005861,,,,
2016-03-07,,,,0.000194,,0.00506,407.76,,0.740115,,0.032553,0.057106,0.000135,,3e-05,0.653797,0.071349,,0.668787,0.000647,,4.58,2.04,0.29667,0.000212,7.4e-05,0.000222,,0.00029,,0.198341,0.000734,11.43,,0.548098,1.89,0.015048,,,0.025135,0.01548,,0.005878,0.001305,0.001635,,0.02336,,,,,0.122312,,3.22,,,0.063736,1.21,0.000204,5.5e-07,0.002112,0.001048,,0.413137,,0.001712,,0.007402,0.001383,1.89,0.006385,,0.467007,0.000828,0.379151,2.7e-05,0.007835,,0.135779,0.027958,0.163099,0.009185,0.001712,,0.030289,3.7e-05,,0.00194,,0.002921,,0.025677,2.0,4.1e-05,0.039175,0.006419,,,,
2016-03-08,,,,0.00018,,0.004535,414.46,,0.806061,,0.032158,0.0655,0.000139,,3.2e-05,0.662989,0.074054,,0.698419,0.000883,,4.29,2.17,0.282538,0.00022,9.1e-05,0.000231,,0.000311,,0.201119,0.000704,9.58,,0.546149,2.1,0.01243,,,0.02321,0.017114,,0.006057,0.001223,0.001781,,0.025922,,,,,0.110127,,3.27,,,0.064301,1.08,0.000215,5.7e-07,0.002382,0.001618,,0.490997,,0.00227,,0.007502,0.001391,2.16,0.005286,,0.468749,0.000754,0.407953,2.9e-05,0.007911,,0.131216,0.024943,0.106846,0.009584,0.00227,,0.033117,2.6e-05,,0.002348,,0.002917,,0.02609,1.91,5e-05,0.041262,0.005966,,,,
2016-03-09,,,,0.000194,,0.004854,413.89,,0.94331,,0.031938,0.06283,0.000137,,3.2e-05,0.619997,0.111225,,0.778197,0.002068,,4.62,2.31,0.30546,0.000227,9.2e-05,0.000219,,0.000309,,0.213835,0.000704,9.79,,0.496675,2.83,0.012419,,,0.02981,0.016836,,0.007282,0.001283,0.001701,,0.034085,,,,,0.124168,,3.25,,,0.067183,1.19,0.000186,6.2e-07,0.002452,0.00165,,0.551175,,0.002206,,0.008667,0.001441,2.19,0.004759,,0.492879,0.000749,0.458675,3.1e-05,0.007951,,0.128319,0.026632,0.192515,0.010338,0.002206,,0.041397,3.6e-05,,0.002216,,0.003156,,0.025612,2.03,6.6e-05,0.039998,0.005823,,,,
2016-03-10,,,,0.000195,,0.005027,414.74,,0.954077,,0.032848,0.060566,0.000138,,3.2e-05,0.666564,0.116142,,0.738403,0.002105,,4.57,2.48,0.305108,0.000232,0.000102,0.00023,,0.000312,,0.216111,0.000685,11.88,,0.532663,2.76,0.011201,,,0.029248,0.017583,,0.00812,0.00129,0.001726,,0.036125,,,,,0.118239,,3.28,,,0.068308,1.25,0.000186,5.8e-07,0.002261,0.00133,,0.621261,,0.001854,,0.008358,0.001438,2.24,0.004037,,0.543622,0.000657,0.423436,2.9e-05,0.008051,,0.122566,0.024729,0.207268,0.012102,0.001854,,0.034139,3e-05,,0.002229,,0.003229,,0.025671,2.03,8.7e-05,0.041636,0.00625,,,,
2016-03-11,,,,0.000206,,0.008339,417.24,,1.08,,0.034492,0.068656,0.000148,,3e-05,0.717608,0.124322,,0.873344,0.001815,,4.93,2.32,0.309521,0.000225,0.000104,0.000246,,0.000334,,0.212342,0.000513,11.22,,0.487103,2.4,0.015021,,,0.029925,0.018517,,0.008273,0.001418,0.001733,,0.036846,,,,,0.123054,,3.29,,,0.064674,1.1,0.000198,5.8e-07,0.00283,0.001377,,0.572419,,0.002086,,0.008622,0.001543,2.27,0.004087,,0.520321,0.000734,0.394376,2.9e-05,0.008183,,0.120119,0.024724,0.168552,0.024742,0.002086,,0.039419,3.3e-05,,0.002374,,0.003525,,0.026271,2.12,0.000121,0.04208,0.006163,,,,
2016-03-12,,,,0.000229,,0.007726,421.61,,1.06,,0.036559,0.067488,0.000173,,3.2e-05,0.769131,0.142487,,0.926303,0.001961,,5.19,2.29,0.313803,0.000227,9.5e-05,0.000242,,0.00031,,0.236828,0.000637,11.13,,0.483472,2.37,0.015603,,,0.029729,0.016972,,0.007223,0.001681,0.001775,,0.032491,,,,,0.098053,,3.39,,,0.065588,1.1,0.000186,6e-07,0.002652,0.001341,,0.537287,,0.001914,,0.009397,0.001697,2.4,0.004236,,0.511895,0.000735,0.381672,3.4e-05,0.008801,,0.122427,0.024436,0.13913,0.02926,0.001914,,0.041115,3.1e-05,,0.002555,,0.00417,,0.026558,2.39,0.00019,0.043648,0.006797,,,,
2016-03-13,,,,0.000235,,0.007906,411.65,,1.01,,0.033411,0.068493,0.000178,,3e-05,0.699187,0.137731,,1.02,0.001482,,5.35,2.28,0.305923,0.000214,9.8e-05,0.000237,,0.000301,,0.234119,0.000646,13.51,,0.500357,2.35,0.013567,,,0.02902,0.017285,,0.007246,0.001804,0.001881,,0.032086,,,,,0.098831,,3.29,,,0.06494,1.15,0.000188,6.2e-07,0.002417,0.00135,,0.4952,,0.002346,,0.009306,0.001618,2.38,0.004365,,0.491392,0.000683,0.342347,3.3e-05,0.008698,,0.119124,0.024341,0.171541,0.034986,0.002346,,0.037112,3.7e-05,,0.002278,,0.004129,,0.026212,2.46,0.000177,0.043444,0.006303,,,,
2016-03-14,,,,0.000257,,0.007223,414.2,,1.01,,0.034737,0.067499,0.000167,,3.1e-05,0.700265,0.130675,,1.03,0.000941,,5.68,2.38,0.330913,0.000211,9.7e-05,0.000241,,0.000308,,0.216082,0.000634,14.51,,0.503088,2.47,0.012836,,,0.029192,0.017623,,0.007403,0.00185,0.001926,,0.028627,,,,,0.10355,,3.31,,,0.064585,1.24,0.000183,6e-07,0.002323,0.001339,,0.501543,,0.001909,,0.009028,0.00151,2.39,0.004574,,0.513889,0.00072,0.327404,2.7e-05,0.008624,,0.118128,0.024783,0.139797,0.046196,0.001909,,0.050089,3.7e-05,,0.002189,,0.00398,,0.027767,4.0,0.000194,0.044878,0.005993,,,,
2016-03-15,,,,0.000278,,0.005938,416.39,,1.06,,0.033886,0.06335,0.000156,,3.2e-05,0.687988,0.154157,,0.895445,0.001038,,5.53,2.43,0.358182,0.000199,9e-05,0.000239,,0.000292,,0.222168,0.000583,13.0,,0.424746,2.04,0.014842,,,0.02985,0.017746,,0.007513,0.001731,0.001978,,0.028296,,,,,0.100237,,3.3,,,0.064654,1.12,0.00018,7.1e-07,0.002332,0.001255,,0.5046,,0.001903,,0.008521,0.001588,1.89,0.00575,,0.513928,0.000691,0.325118,2.9e-05,0.008478,,0.116391,0.024441,0.137429,0.044154,0.001903,,0.038008,5.6e-05,,0.00214,,0.00468,,0.033748,3.14,0.000192,0.043027,0.00619,,,,
2016-03-16,,,,0.000287,,0.006395,416.89,,1.1,,0.035738,0.060198,0.000165,,2.9e-05,0.732381,0.169316,,0.895738,0.001603,,5.86,2.42,0.348365,0.000213,9e-05,0.000233,,0.000288,,0.228477,0.000613,13.02,,0.434658,2.13,0.013274,,,0.02914,0.016301,,0.007141,0.001682,0.001825,,0.030553,,,,,0.114644,,3.31,,,0.063636,1.14,0.000187,6.8e-07,0.002462,0.001246,,0.48392,,0.001988,,0.008428,0.001616,2.33,0.004841,,0.500412,0.000842,0.348114,2.9e-05,0.008185,,0.120395,0.024335,0.08571,0.038659,0.001988,,0.03804,9.6e-05,,0.002197,,0.006667,,0.038436,3.12,0.000175,0.045844,0.006227,,,,
2016-03-17,,,,0.00029,,0.006605,417.89,,1.27,,0.041826,0.065352,0.000154,,2.9e-05,0.711256,0.197059,,1.06,0.001334,,6.33,2.63,0.348926,0.000213,8.3e-05,0.000231,,0.000362,,0.220809,0.00048,12.56,,0.479751,1.92,0.015012,,,0.029191,0.016792,,0.00752,0.001552,0.001867,,0.033621,,,,,0.111736,,3.31,,,0.063142,1.15,0.000157,8.3e-07,0.002551,0.001174,,0.474981,,0.002481,,0.008229,0.001624,2.0,0.005061,,0.485398,0.000795,0.340713,3.1e-05,0.008183,,0.121985,0.023508,0.171167,0.034982,0.002481,,0.039629,8.4e-05,,0.002138,,0.009278,,0.036626,3.05,0.000163,0.045861,0.00628,,,,
2016-03-18,,,,0.000286,,0.005861,420.55,,1.31,,0.037042,0.06947,0.000158,,3.2e-05,0.765123,0.194727,,2.28,0.001291,,5.98,2.51,0.365892,0.000366,8e-05,0.000221,,0.000326,,0.224809,0.000492,11.11,,0.468065,1.65,0.013902,,,0.02734,0.023979,,0.006977,0.001411,0.001864,,0.033501,,,,,0.103052,,3.31,,,0.064754,1.31,0.000162,8.7e-07,0.002665,0.001285,,0.473647,,0.002734,,0.00822,0.00131,2.1,0.005118,,0.488448,0.000844,0.338354,3e-05,0.008284,,0.1231,0.024373,0.08654,0.035736,0.002734,,0.043013,8e-05,,0.002146,,0.012195,,0.033515,2.81,0.000126,0.050684,0.006444,,,,
