Date,ATC Coin,Aidos Kuneen,Ark,BitBay,BitConnect,BitShares,Bitcoin,Bitcoin Cash,BitcoinDark,Bitdeal,BlackCoin,Blocknet,Burst,Byteball Bytes,Bytecoin,Clams,CloakCoin,Compcoin,Counterparty,Crown,DECENT,Dash,Decred,Diamond,DigiByte,DigitalNote,Dogecoin,E-coin,Einsteinium,Elastic,Emercoin,Energycoin,Ethereum,Ethereum Classic,Expanse,Factom,FairCoin,FirstCoin,GXShares,Gambit,GameCredits,Golos,GridCoin,Groestlcoin,Gulden,Hshare,I-O Coin,ION,IOTA,Komodo,LBRY Credits,LEOcoin,Lisk,Litecoin,Lykke,Metaverse ETP,MonaCoin,Monero,MonetaryUnit,Mooncoin,NAV Coin,NEM,NEO,Namecoin,Neblio,Nexus,NoLimitCoin,Nxt,OKCash,Omni,PIVX,Particl,Peercoin,PotCoin,Radium,ReddCoin,Ripple,Rise,Rubycoin,SIBCoin,SaluS,Shift,Siacoin,Skycoin,SpreadCoin,Sprouts,Steem,Stellar Lumens,Stratis,Syscoin,The ChampCoin,Ubiq,Unobtanium,Verge,Vertcoin,Viacoin,Waves,ZCoin,Zcash,ZenCash
2014-08-02,,,,,,0.009565,594.9,,0.979248,,0.086297,,,,2.4e-05,,1.4,,2.49,,,5.63,,0.116582,0.000235,4.3e-05,0.00021,,0.000183,,,0.000494,,,,,0.000494,,,,,,,0.000576,0.000531,,0.053822,,,,,,,7.71,,,0.728929,2.67,,2.4e-07,0.003069,,,1.59,,,,0.04458,,5.34,,,1.19,0.005825,,0.00015,0.005371,,0.00443,,,,,,,,,,,,,,3.14,,0.179538,0.223652,,,,
2014-08-03,,,,,,0.009935,588.89,,0.870811,,0.084107,,,,2.4e-05,,1.31,,2.44,,,5.7,,0.108945,0.000218,3.8e-05,0.000209,,0.000155,,,0.000465,,,,,0.000559,,,,,,,0.000768,0.000545,,0.053107,,,,,,,7.63,,,0.363847,2.5,,2.4e-07,0.002685,,,1.55,,,,0.045921,,4.78,,,1.15,0.00768,,0.000165,0.005263,,0.004874,,,,,,,,,,,,,,2.92,,0.176858,0.201999,,,,
2014-08-04,,,,,,0.009528,586.23,,0.971491,,0.083629,,,,2.3e-05,,1.32,,2.42,,,5.82,,0.11115,0.000227,3.2e-05,0.000203,,0.000205,,,0.000416,,,,,0.000522,,,,,,,0.000668,0.000547,,0.06758,,,,,,,7.54,,,0.478182,2.36,,2.3e-07,0.00261,,,1.52,,,,0.047649,,4.45,,,1.12,0.007301,,0.000124,0.005214,,0.004408,,,,,,,,,,,,,,2.76,,0.147749,0.187844,,,,
2014-08-05,,,,,,0.009396,589.01,,1.07,,0.074073,,,,1.9e-05,,1.54,,2.32,,,5.31,,0.114292,0.00022,2.9e-05,0.000201,,0.000191,,,0.000477,,,,,0.000618,,,,,,,0.000883,0.000585,,0.062409,,,,,,,7.41,,,0.443659,2.01,,2.2e-07,0.001852,,,1.61,,,,0.045567,,4.71,,,1.15,0.006408,,0.00013,0.004948,,0.004339,,,,,,,,,0.002976,,,,,2.65,,0.135908,0.201532,,,,
2014-08-06,,,,,,0.009584,585.95,,1.16,,0.072845,,,,1.7e-05,,1.35,,2.11,,,5.39,,0.113382,0.000218,3.2e-05,0.000189,,0.000204,,,0.000296,,,,,0.000527,,,,,,,0.00075,0.00056,,0.0361,,,,,,,7.26,,,0.380681,2.2,,2.9e-07,0.002119,,,1.56,,,,0.042446,,6.37,,,1.13,0.006138,,0.000129,0.005108,,0.004469,,,,,,,,,0.002373,,,,,2.62,,0.128045,0.205175,,,,
2014-08-07,,,,,,0.008973,584.65,,1.33,,0.072113,,,,1.8e-05,,1.2,,2.1,,,5.77,,0.111533,0.000208,3e-05,0.000178,,0.00025,,,0.000276,,,,,0.00052,,,,,,,0.000727,0.000556,,0.039978,,,,,,,7.19,,,0.320901,2.19,,2.9e-07,0.002067,,,1.54,,,,0.041525,,7.86,,,1.13,0.006167,,8.9e-05,0.005256,,0.00424,,,,,,,,,0.002686,,,,,2.89,,0.142024,0.233963,,,,
2014-08-08,,,,,,0.009117,588.88,,1.6,,0.07043,,,,1.7e-05,,0.950519,,2.32,,,5.66,,0.113941,0.00024,3.8e-05,0.000175,,0.00018,,,0.000266,,,,,0.000677,,,,,,,0.000746,0.000571,,0.038075,,,,,,,7.18,,,0.343045,2.14,,2.9e-07,0.002191,,,1.52,,,,0.040109,,7.99,,,1.08,0.005666,,8.9e-05,0.005343,,0.004518,,,,,,,,,0.002493,,,,,2.39,,0.135961,0.22384,,,,
2014-08-09,,,,,,0.009065,592.47,,2.22,,0.067845,,,,1.8e-05,,1.02,,2.33,,,6.03,,0.110964,0.000243,3.7e-05,0.00017,,0.000212,,,0.000248,,,,,0.00077,,,,,,,0.000663,0.000549,,0.018579,,,,,,,7.06,,,0.2531,2.17,,2.8e-07,0.003259,,,1.51,,,,0.038968,,6.85,,,1.06,0.006199,,8.3e-05,0.005461,,0.004431,,,,,,,,,0.002884,,,,,2.47,,0.142675,0.234261,,,,
2014-08-10,,,,,,0.008908,589.17,,2.24,,0.067678,,,,1.6e-05,,1.0,,2.22,,,5.6,,0.096318,0.000222,3.7e-05,0.000167,,0.000207,,,0.000244,,,,,0.00076,,,,,,,0.000677,0.000538,,0.018451,,,,,,,6.95,,,0.267418,2.05,,3.5e-07,0.003429,,,1.46,,,,0.037125,,6.23,,,1.01,0.006095,,7.1e-05,0.005241,,0.005047,,,,,,,,,0.003497,,,,,2.47,,0.161839,0.315515,,,,
2014-08-11,,,,,,0.009162,591.28,,2.13,,0.063453,,,,1.3e-05,,0.710298,,2.24,,,5.72,,0.11057,0.000225,3.9e-05,0.00016,,0.000203,,,0.00025,,,,,0.000887,,,,,,,0.000708,0.000528,,0.019227,,,,,,,6.96,,,0.268276,2.04,,3.5e-07,0.002088,,,1.41,,,,0.035445,,6.79,,,0.971861,0.005588,,8.7e-05,0.004975,,0.007248,,,,,,,,,0.004566,,,,,2.48,,0.1418,0.278598,,,,
2014-08-12,,,,,,0.008748,576.51,,2.64,,0.052261,,,,1.2e-05,,0.593775,,2.08,,,5.07,,0.096272,0.000219,3e-05,0.000144,,0.000179,,,0.000272,,,,,0.000577,,,,,,,0.000692,0.000521,,0.024689,,,,,,,6.06,,,0.24807,2.08,,2.4e-07,0.002019,,,1.37,,,,0.033456,,6.54,,,0.873433,0.004769,,7.7e-05,0.005213,,0.012963,,,,,,,,,0.003592,,,,,2.35,,0.126307,0.374607,,,,
2014-08-13,,,,,,0.008599,570.38,,2.52,,0.054384,,,,1.6e-05,,0.406038,,2.15,,,5.02,,0.095247,0.000244,4.3e-05,0.000148,,0.000156,,,0.000228,,,,,0.000793,,,,,,,0.00082,0.000432,,0.024927,,,,,,,5.65,,,0.216719,2.0,,2.3e-07,0.001951,,,1.21,,,,0.033409,,5.95,,,0.846778,0.004888,,8.5e-05,0.005045,,0.008359,,,,,,,,,0.002619,,,,,2.3,,0.122402,0.366231,,,,
2014-08-14,,,,,,0.00858,546.18,,2.16,,0.053121,,,,1.7e-05,,0.335137,,2.09,,,4.87,,0.091207,0.000233,4.8e-05,0.000142,,0.000198,,,0.000221,,,,,0.000481,,,,,,,0.000685,0.000436,,0.017139,,,,,,,5.04,,,0.122621,1.91,,1.5e-07,0.001773,,,1.09,,,,0.036971,,4.57,,,0.740896,0.004885,,7.2e-05,0.004969,,0.00671,,,,,,,,,0.002763,,,,,2.25,,0.112279,0.309668,,,,
2014-08-15,,,,,,0.008331,511.14,,1.99,,0.051722,,,,2.1e-05,,0.302907,,1.82,,,4.09,,0.082298,0.000215,4.3e-05,0.000146,,0.000164,,,0.000204,,,,,0.00046,,,,,,,0.00071,0.000471,,0.02089,,,,,,,5.06,,,0.134624,1.78,,2.5e-07,0.002532,,,1.09,,,,0.034822,,4.1,,,0.73814,0.004903,,6.4e-05,0.005248,,0.005616,,,,,,,,,0.002566,,,,,2.14,,0.116178,0.227448,,,,
2014-08-16,,,,,,0.00879,497.83,,2.06,,0.048141,,,,2.3e-05,,0.338583,,1.77,,,3.64,,0.080927,0.000214,7.8e-05,0.000121,,0.000159,,,0.000189,,,,,0.000408,,,,,,,0.000637,0.000507,,0.014709,,,,,,,5.05,,,0.166588,1.59,,2e-07,0.001648,,,1.05,,,,0.032222,,3.81,,,0.772938,0.004496,,6.2e-05,0.005412,,0.005464,,,,,,,,,0.002401,,,,,2.1,,0.117036,0.181807,,,,
2014-08-17,,,,,,0.011,519.14,,1.91,,0.049164,,,,2.6e-05,,0.210327,,1.62,,,2.94,,0.085404,0.000224,8.4e-05,0.000135,,0.00026,,,0.000197,,,,,0.000426,,,,,,,0.000649,0.000664,,0.017387,,,,,,,4.97,,,0.231042,1.6,,2e-07,0.00206,,,1.08,,,,0.02808,,3.67,,,0.840583,0.004759,,7e-05,0.005411,,0.004012,,,,,,,,,0.002508,,,,,2.12,,0.13877,0.174944,,,,
2014-08-18,,,,,,0.010493,491.51,,2.02,,0.048168,,,,1.7e-05,,0.183382,,1.59,,,2.36,,0.075196,0.00022,9e-05,0.000126,,0.000175,,,0.000189,,,,,0.000374,,,,,,,0.000638,0.000665,,0.02047,,,,,,,4.35,,,0.246444,1.47,,1.7e-07,0.00172,,,0.97553,,,,0.03267,,3.39,,,0.736081,0.004398,,7.7e-05,0.005179,,0.003604,,,,,,,,,0.002336,,,,,1.91,,0.103604,0.172284,,,,
2014-08-19,,,,,,0.01013,461.48,,1.93,,0.042023,,,,1.8e-05,,0.121282,,1.43,,,1.55,,0.077063,0.000198,8.7e-05,0.000107,,0.000158,,,8.5e-05,,,,,0.000365,,,,,,,0.000561,0.00066,,0.027543,,,,,,,3.71,,,0.196572,1.45,,1.5e-07,0.001956,,,0.860573,,,,0.029716,,3.99,,,0.618076,0.00437,,8e-05,0.004979,,0.003387,,,,,,,,,0.002028,,,,,1.99,,0.09199,0.155639,,,,
2014-08-20,,,,,,0.010784,485.07,,2.18,,0.063359,,,,1.8e-05,,0.121455,,1.51,,,3.36,,0.087143,0.000195,9.2e-05,0.000114,,0.00017,,,0.000136,,,,,0.000291,,,,,,,0.000582,0.000856,,0.028657,,,,,,,4.72,,,0.180082,1.66,,1.9e-07,0.002079,,,1.07,,,,0.035257,,4.27,,,0.773472,0.004045,,9.6e-05,0.00505,,0.003553,,,,,,,,,0.002223,,0.002039,,,1.92,,0.104974,0.14906,,,,
2014-08-21,,,,,,0.014977,510.45,,2.14,,0.06399,,,,1.6e-05,,0.160715,,1.6,,,3.8,,0.079125,0.000219,9.4e-05,0.000131,,0.000181,,,0.000129,,,,,0.00048,,,,,,,0.000629,0.001217,,0.02544,,,,,,,5.46,,,0.180191,1.84,,2.7e-07,0.002264,,,1.22,,,,0.033171,,4.35,,,0.849419,0.004687,,0.000107,0.005255,,0.004495,,,,,,,,,0.002488,,0.002987,,,1.88,,0.107743,0.17437,,,,
2014-08-22,,,,,,0.020415,517.58,,2.19,,0.058607,,,,2.3e-05,,0.17014,,1.8,,,3.37,,0.069889,0.000212,9.8e-05,0.000132,,0.000169,,,0.000112,,,,,0.000564,,,,,,,0.000776,0.001668,,0.026412,,,,,,,5.8,,,0.187178,1.82,,2.3e-07,0.002353,,,1.19,,,,0.03092,,4.76,,,0.910953,0.004864,,9.8e-05,0.005115,,0.004393,,,,,,,,,0.002392,,0.002431,,,1.9,,0.122029,0.160919,,,,
2014-08-23,,,,,,0.028134,513.39,,2.37,,0.053769,,,,2.7e-05,,0.123484,,1.83,,,3.17,,0.066752,0.000198,8.8e-05,0.000125,,0.000166,,0.001491,0.000154,,,,,0.000601,,,,,,,0.000591,0.001504,,0.019704,,,,,,,5.24,,,0.179843,1.78,,2.1e-07,0.002292,,,1.17,,,,0.030797,,4.6,,,0.896996,0.004662,,9.3e-05,0.005093,,0.004183,,,,,,,,,0.002358,,0.00216,,,1.99,,0.127206,0.159795,,,,
2014-08-24,,,,,,0.024875,498.29,,3.45,,0.051117,,,,2.3e-05,,0.113113,,1.6,,,2.99,,0.069172,0.000194,8.5e-05,0.00012,,0.000152,,0.001495,0.000156,,,,,0.000673,,,,,,,0.000578,0.001613,,0.015586,,,,,,,4.89,,,0.181534,1.81,,2e-07,0.002266,,,1.08,,,,0.028781,,4.12,,,0.848019,0.004371,,8.8e-05,0.005017,,0.004863,,,,,,,,,0.002237,,0.002014,,,1.84,,0.109353,0.134845,,,,
2014-08-25,,,,,,0.030864,508.22,,3.49,,0.05044,,,,2.1e-05,,0.132849,,1.73,,,3.09,,0.061505,0.000202,8.4e-05,0.000126,,0.000154,,0.001525,0.000164,,,,,0.000508,,,,,,,0.000864,0.001499,,0.016313,,,,,,,5.4,,,0.182238,1.95,,2.1e-07,0.002076,,,1.13,,,,0.029462,,4.4,,,0.897741,0.004529,,8.6e-05,0.005153,,0.00408,,,,,,,,,0.002236,,0.001935,,,1.98,,0.121801,0.13558,,,,
2014-08-26,,,,,,0.046803,502.54,,4.24,,0.04498,,,,2.3e-05,0.57203,0.176758,,1.91,,,2.69,,0.062823,0.0002,8.2e-05,0.000113,,0.000142,,0.00201,0.000181,,,,,0.000754,,,,,,,0.000729,0.001762,,0.018593,,,,,,,5.2,,,0.186182,2.09,,2e-07,0.001713,,,1.14,,,,0.028237,,4.81,,,0.905714,0.004292,,8.5e-05,0.004974,,0.003975,,,,,,,,,0.002221,,0.002075,,,1.97,,0.117426,0.141495,,,,
2014-08-27,,,,,,0.038405,512.19,,4.84,,0.04625,,,,2.1e-05,0.532671,0.202531,,2.04,,,2.72,,0.068628,0.000196,8.4e-05,0.000144,,0.000153,,0.002049,0.0002,,,,,0.000768,,,,,,,0.000599,0.002144,,0.017422,,,,,,,5.55,,,0.22424,2.01,,2.2e-07,0.002161,,,1.21,,,,0.02863,,4.73,,,0.916618,0.004957,,7.7e-05,0.004838,,0.00399,,,,,,,,,0.002281,,0.001982,,,2.15,,0.120436,0.118234,,,,
2014-08-28,,,,,,0.03968,510.88,,5.08,,0.042875,,,,2.3e-05,0.253731,0.180492,,2.09,,,2.29,,0.061311,0.000196,7.7e-05,0.000139,,0.000138,,0.002044,0.000202,,,,,0.00092,,,,,,,0.000574,0.001914,,0.017369,,,,,,,5.39,,,0.205705,2.0,,2.2e-07,0.00234,,,1.21,,,,0.028364,,4.66,,,0.886319,0.004803,,7.7e-05,0.005019,,0.003974,,,,,,,,,0.00227,,0.001799,,,2.06,,0.121001,0.114788,,,,
2014-08-29,,,,,,0.030994,508.43,,4.65,,0.044046,,,,2.1e-05,0.401198,0.1415,,2.05,,,2.38,,0.055978,0.000191,7.8e-05,0.000132,,0.000135,,0.001525,0.000201,,,,,0.000829,,,,,,,0.000584,0.002034,,0.016485,,,,,,,5.29,,,0.203437,2.18,,2.1e-07,0.00176,,,1.19,,,,0.026468,,5.01,,,0.850224,0.004706,,7.6e-05,0.005064,,0.005722,,,,,,,,,0.002184,,0.001798,,,2.06,,0.120806,0.146057,,,,
2014-08-30,,,,,,0.02618,508.59,,4.56,,0.044748,,0.001964,,1.9e-05,0.45261,0.152167,,2.13,,,2.55,,0.058783,0.000192,7.6e-05,0.000129,,0.000132,,0.00178,0.000197,,,,,0.000839,,,,,,,0.00057,0.002177,,0.019657,,,,,,,5.36,,,0.212825,2.21,,2.1e-07,0.002021,,,1.18,,,,0.028339,,4.23,,,0.840836,0.004582,,6.6e-05,0.005017,,0.00485,,,,,,,,,0.002218,,0.001867,,,1.82,,0.122505,0.136749,,,,
2014-08-31,,,,,,0.031468,502.9,,5.32,,0.044263,,0.001946,,1.8e-05,0.548166,0.135101,,1.93,,,2.44,,0.058845,0.000188,0.000119,0.000135,,0.000148,,0.002012,0.000161,,,,,0.000935,,,,,,,0.00056,0.002084,,0.027006,,,,,,,5.21,,,0.218571,2.43,,2.1e-07,0.001956,,,1.14,,,,0.029977,,4.3,,,0.841285,0.004362,,7e-05,0.004958,,0.004864,,,,,,,,,0.00219,,0.001775,,,2.03,,0.117394,0.128729,,,,
2014-09-01,,,,,,0.030233,477.79,,5.03,,0.041912,,0.001839,,1.6e-05,0.538944,0.141648,,2.02,,,2.4,,0.056379,0.000166,0.00012,0.000131,,0.000124,,0.001672,0.000192,,,,,0.001099,,,,1.4e-05,,,0.000549,0.002278,,0.024604,,,,,,,4.86,,,0.222426,2.17,,1.9e-07,0.001486,,,1.07,,,,0.026603,,4.25,,,0.785736,0.004188,,6.7e-05,0.004886,,0.004539,,,,,,,,,0.002061,,0.001586,,,1.8,,0.108014,0.11946,,,,
2014-09-02,,,,,,0.028436,474.48,,5.08,,0.041784,,0.003326,,1.7e-05,0.537101,0.132245,,2.0,,,2.27,,0.056538,0.000157,0.000136,0.00013,,0.000117,,0.002837,0.000149,,,,,0.00177,,,,2.4e-05,,,0.000527,0.002779,,0.028717,,,,,,,4.71,,,0.186587,2.05,,1.9e-07,0.001546,,,1.01,,,,0.027141,,4.47,,,0.778273,0.003992,,7e-05,0.005024,,0.004261,,,,,,,,,0.002008,,0.001553,,,1.86,,0.112413,0.122241,,,,
2014-09-03,,,,,,0.027862,476.87,,4.89,,0.04198,,0.004516,,1.8e-05,0.429217,0.162739,,1.98,,,2.32,,0.066762,0.000148,0.000146,0.000132,,0.000135,,0.003338,0.000104,,,,,0.001526,,,,1.4e-05,,,0.000647,0.004641,,0.014874,,,,,,,4.82,,,0.190969,1.95,,2.4e-07,0.001669,,,1.01,,,,0.028253,,3.71,,,0.724019,0.003735,,7.1e-05,0.004646,,0.003844,,,,,,,,,0.001998,,0.001441,,,1.82,,0.112966,0.193252,,,,
2014-09-04,,,,,,0.032618,477.68,,5.01,,0.040941,,0.003282,,1.6e-05,0.541665,0.175649,,1.99,,,2.66,,0.071652,0.000121,0.000136,0.00014,,0.000162,,0.003463,0.000186,,,,,0.0016,,,,1.4e-05,,,0.000529,0.006753,,0.01547,,,,,,,4.87,,,0.194291,2.03,,2.4e-07,0.001471,,,1.02,,,,0.028851,,3.61,,,0.724791,0.003775,,7.1e-05,0.004776,,0.003988,,,,,,,,,0.002059,,0.001517,,,2.17,,0.113907,0.205357,,,,
2014-09-05,,,,,,0.031064,489.67,,5.36,,0.042343,,0.002497,,1.9e-05,0.467145,0.176259,,2.19,,,3.09,,0.064567,0.000113,0.000203,0.000157,,0.000169,,0.003423,0.000162,,,,,0.001959,,,,1.5e-05,,,0.000495,0.006263,,0.016181,,,,,,,5.17,,,0.209643,2.05,,2.6e-07,0.001454,,,1.06,,,,0.029264,,3.69,,,0.766947,0.00384,,7.3e-05,0.004805,,0.004035,,,,,,,,,0.00213,,0.001491,,,2.0,,0.112974,0.204751,,,,
2014-09-06,,,,,,0.032436,483.34,,6.54,,0.041781,,0.001595,,1.8e-05,0.536509,0.171825,,2.18,,,2.84,,0.058494,0.000112,0.000194,0.000165,,0.000321,,0.00362,0.00015,,,,,0.002364,,,,1.5e-05,,,0.000488,0.005572,,0.021107,,,,,,,4.97,,,0.20177,1.98,,2.5e-07,0.001692,,,1.05,,,,0.034424,,3.78,,,0.712256,0.003811,,7.2e-05,0.004874,,0.004098,,,,,,,,,0.002082,,0.001295,,,1.88,,0.111445,0.203488,,,,
2014-09-07,,,,,,0.032758,485.13,,6.37,,0.041812,,0.002518,,1.8e-05,0.485129,0.172202,,2.48,,,2.98,,0.060641,9.2e-05,0.000178,0.00021,,0.000324,,0.001939,0.000131,,,,,0.002426,,,,1e-05,,,0.000631,0.004945,,0.019719,,,,,,,4.99,,,0.194433,1.94,,2.5e-07,0.001456,,,1.02,,,,0.036391,,3.92,,,0.740901,0.003831,,7.2e-05,0.004796,,0.004022,,,,,,,,,0.00206,,0.001444,,0.029035,2.24,,0.111592,0.204659,,,,
2014-09-08,,,,,,0.032662,481.81,,6.19,,0.04273,,0.002567,,1.7e-05,0.476988,0.20609,,2.42,,,2.9,,0.061677,8.5e-05,0.000173,0.000188,,0.000275,,0.003373,0.000116,,,,,0.004837,,,,,,,0.000673,0.004918,,0.019372,,,,,,,5.16,,,0.17259,1.88,,3.1e-07,0.000988,,,1.03,,,,0.037243,,3.87,,,0.721698,0.003736,,6.3e-05,0.004702,,0.004833,,,,,,,,,0.002042,,0.001303,,0.028224,2.04,,0.111176,0.193201,,,,
2014-09-09,,,,,,0.038552,474.88,,5.62,,0.041497,,0.002091,,1.8e-05,0.451046,0.236446,,2.21,,,2.78,,0.059108,8.2e-05,0.000152,0.000176,,0.000265,,0.005756,0.000128,,,,,0.003566,,,,,,,0.000739,0.005135,,0.017622,,,,,,,5.09,,,0.168468,1.88,,3.1e-07,0.001232,,,1.01,,,,0.036893,,3.29,,,0.699554,0.003759,,6.7e-05,0.00471,,0.004316,,,,,,,,,0.002265,,0.001142,,0.018801,2.11,,0.105131,0.199758,,,,
2014-09-10,,,,,,0.037061,475.48,,6.37,,0.041199,,0.001993,,1.8e-05,0.445044,0.226187,,2.22,,,2.91,,0.062032,8.1e-05,0.000152,0.000194,,0.000267,,0.004042,0.00013,,,,,0.003604,,,,1e-05,,,0.000795,0.004918,,0.018611,,,,,,,5.06,,,0.15609,1.77,,3e-07,0.001631,,,1.03,,,,0.03656,,3.21,,,0.719992,0.003788,,6.6e-05,0.004722,,0.004065,,,,,,,,,0.002179,,0.001154,,0.018767,2.0,,0.104501,0.193143,,,,
2014-09-11,,,,,,0.040264,479.62,,6.7,,0.047713,,0.00192,,1.9e-05,0.43165,0.161026,,2.24,,,2.82,,0.065512,0.000101,0.000157,0.000187,,0.00038,,0.004772,0.000201,,,,,0.004067,,,,1e-05,,,0.000935,0.004712,,0.01566,,,,,,,5.34,,,0.130114,1.97,,2.7e-07,0.0017,,,1.05,,,,0.039582,,3.29,,,0.736614,0.003791,,7.1e-05,0.004751,,0.003918,,,,,,,,,0.002244,,0.001164,,0.020561,2.0,,0.104021,0.16315,,,,
2014-09-12,,,,,,0.039218,479.58,,6.52,,0.046544,,0.001703,,1.7e-05,0.408599,0.143097,,2.24,,,2.81,,0.076242,0.000103,0.000147,0.000203,,0.000328,,0.00615,0.000192,,,,,0.004,,,,6.2e-05,,,0.001153,0.004869,,0.014934,,,,,,,5.46,,,0.141248,1.94,,3.3e-07,0.001706,,,1.04,,,,0.040991,,3.62,,,0.729136,0.003963,,7.1e-05,0.004746,,0.003915,,,,,,,,,0.0025,,0.001215,,0.022544,1.98,,0.102121,0.17312,,,,
2014-09-13,,,,,,0.038572,477.79,,6.73,,0.051278,,0.001625,,1.8e-05,0.33446,0.140504,,2.43,,,2.85,,0.062981,0.000146,0.000141,0.000205,,0.000326,,0.004061,0.000177,,,,,0.003349,,,,0.000143,,,0.001068,0.004695,,0.015758,,,,,,,5.39,,,0.136276,1.88,,3.2e-07,0.00161,,,1.02,,,,0.042262,,3.6,,,0.746901,0.004327,,6.7e-05,0.004708,,0.004005,,,,,,,,,0.003032,,0.00115,,0.019555,2.01,,0.099536,0.167169,,,,
2014-09-14,,,,,,0.037429,479.12,,6.66,,0.062613,,0.001625,,1.7e-05,0.364129,0.14352,,2.32,,,2.88,,0.064917,0.000132,0.000151,0.000267,,0.000353,,0.004185,0.000149,,,,,0.003962,,,,3.8e-05,,,0.00112,0.004356,,0.017728,,,,,,,5.45,,,0.125191,1.85,,2.7e-07,0.00137,,,1.04,,,,0.0413,,5.42,,,0.782746,0.003961,,6.2e-05,0.004706,,0.003911,,,,,,,,,0.003096,,0.001044,,0.018748,2.05,,0.099469,0.168005,,,,
2014-09-15,,,,,,0.036889,477.76,,6.18,,0.052027,,0.001031,,1.7e-05,0.367879,0.136151,,2.44,,,2.8,,0.068171,0.000124,0.00014,0.00034,,0.000317,,0.004061,0.000139,,,,,0.003636,,,,2.4e-05,,,0.001917,0.004364,,0.019791,,,,,,,5.4,,,0.117269,1.82,,2.7e-07,0.00129,,,1.06,,,,0.037845,,4.55,,,0.791561,0.003751,,6.2e-05,0.005127,,0.003826,,,,,,,,,0.002874,,0.001052,,0.019378,1.91,,0.100907,0.166921,,,,
2014-09-16,,,,,,0.03343,474.86,,5.66,,0.076201,,0.001122,,1.7e-05,0.332403,0.12877,,2.37,,,3.09,,0.071176,0.000123,0.000139,0.000326,,0.000337,,0.00379,0.000172,,,,,0.004136,,,,2.4e-05,,,0.001446,0.004284,,0.018759,,,,,,,5.17,,,0.103501,1.9,,2.6e-07,0.001125,,,1.03,,,,0.037246,,4.42,,,0.806554,0.003863,,7.1e-05,0.005072,,0.004163,,,,,,,,,0.003031,,0.001156,,0.02353,2.17,,0.102036,0.169489,,,,
2014-09-17,,,,,,0.034049,465.86,,5.36,,0.06262,,0.000989,,1.7e-05,0.384259,0.129341,,2.22,,,3.33,,0.070203,0.000107,0.000155,0.000293,,0.000312,,0.003514,0.000191,,,,,0.005134,,,,3.7e-05,,,0.001224,0.004261,,0.017093,,,,,,,5.09,,,0.106605,1.84,,2.5e-07,0.001163,,,1.12,,,,0.037888,,4.3,,,1.08,0.003771,,6.5e-05,0.005123,,0.003397,,,,,,,,,0.002988,,0.001152,,0.020963,2.3,,0.09853,0.170367,,,,
2014-09-18,,,,,,0.031351,456.86,,5.1,,0.060688,,0.000894,,1.6e-05,0.301528,0.126758,,2.36,,,3.78,,0.067332,9.8e-05,0.000134,0.000268,,0.000319,,0.003665,0.000147,,,,,0.006168,,,,3.7e-05,,,0.00118,0.003255,,0.015993,,,,,,,5.07,,,0.110052,1.74,,2.5e-07,0.001144,,,1.26,,,,0.034949,,3.93,,,1.47,0.003622,,6.5e-05,0.005398,,0.003368,,,,,,,,,0.003081,,0.001279,,0.016764,2.13,,0.097916,0.155727,,,,
2014-09-19,,,,,,0.031108,424.1,,5.11,,0.061731,,0.000761,,2e-05,0.269431,0.091019,,2.01,,,3.87,,0.069832,9.1e-05,0.000125,0.000298,,0.00023,,0.004198,0.000132,,,,,0.00612,,,,4.2e-05,,,0.001262,0.002696,,0.015303,,,,,,,4.69,,,0.122546,1.57,,5.5e-07,0.000942,,,1.22,,,,0.033146,,3.4,,,1.68,0.00331,,5.6e-05,0.005134,,0.00472,,,,,,,,,0.00346,,0.001476,,0.013334,1.97,,0.089595,0.142037,,,,
2014-09-20,,,,,,0.029974,394.67,,5.25,,0.055213,,0.000486,,1.7e-05,0.284066,0.094705,,1.97,,,3.43,,0.084067,9e-05,0.000158,0.000276,,0.000236,,0.00341,0.000134,,,,,0.00491,,,,8e-06,,,0.001204,0.002948,,0.014197,,,,,,,4.33,,,0.121494,1.44,,3.3e-07,0.001071,,,1.1,,,,0.029499,,3.76,,,1.18,0.003095,,5.2e-05,0.004942,,0.003501,,,,,,,,,0.003936,,0.001555,,0.013002,1.88,,0.081778,0.126018,,,,
2014-09-21,,,,,,0.031222,408.08,,5.0,,0.057422,,0.000548,,1.6e-05,0.281579,0.09971,,1.99,,,3.18,,0.094962,9e-05,0.000143,0.000293,,0.000258,,0.002853,0.00013,,,,,0.004085,,,,8e-06,,,0.001266,0.003339,,0.012817,,,,,,,4.26,,,0.104475,1.27,,2.7e-07,0.001424,,,1.21,,,,0.029835,,3.62,,,1.64,0.003046,,5.3e-05,0.004768,,0.003679,,,,,,,,,0.00361,,0.001597,,0.012822,1.79,,0.083429,0.127473,,,,
2014-09-22,,,,,,0.030033,399.1,,4.8,,0.056252,,0.000547,,1.7e-05,0.162182,0.078855,,2.1,,,2.97,,0.072438,8.2e-05,0.00014,0.000288,,0.000241,,0.002578,0.000132,,,,,0.005069,,,,4e-05,,,0.001244,0.002752,,0.0137,,,,,,,4.25,,,0.102148,1.27,,2.6e-07,0.000982,,,1.12,,,,0.029771,,3.59,,,1.48,0.002842,,5.2e-05,0.004561,,0.003565,,,,,,,,,0.003466,,0.001346,,0.011177,1.83,,0.081369,0.118905,,,,
