,ATC Coin,Aidos Kuneen,Ark,BitBay,BitConnect,BitShares,Bitcoin,Bitcoin Cash,BitcoinDark,Bitdeal,BlackCoin,Blocknet,Burst,Byteball Bytes,Bytecoin,Clams,CloakCoin,Compcoin,Counterparty,Crown,DECENT,Dash,Decred,Diamond,DigiByte,DigitalNote,Dogecoin,E-coin,Einsteinium,Elastic,Emercoin,Energycoin,Ethereum,Ethereum Classic,Expanse,Factom,FairCoin,FirstCoin,GXShares,Gambit,GameCredits,Golos,GridCoin,Groestlcoin,Gulden,Hshare,I-O Coin,ION,IOTA,Komodo,LBRY Credits,LEOcoin,Lisk,Litecoin,Lykke,Metaverse ETP,MonaCoin,Monero,MonetaryUnit,Mooncoin,NAV Coin,NEM,NEO,Namecoin,Neblio,Nexus,NoLimitCoin,Nxt,OKCash,Omni,PIVX,Particl,Peercoin,PotCoin,Radium,ReddCoin,Ripple,Rise,Rubycoin,SIBCoin,SaluS,Shift,Siacoin,Skycoin,SpreadCoin,Sprouts,Steem,Stellar Lumens,Stratis,Syscoin,The ChampCoin,Ubiq,Unobtanium,Verge,Vertcoin,Viacoin,Waves,ZCoin,Zcash,ZenCash
BlackCoin,-0.493055679648,-0.694307327823,0.137458210104,0.971712352169,0.546854395107,0.957028820386,0.768460911465,0.0627884488435,0.854226698933,-0.00560376932297,1.0,0.656576595303,0.951720349155,0.927234344028,0.899505355584,0.808435528468,0.80580742219,0.0769066927559,0.820669501145,0.88018082599,0.785325135759,0.753978312584,0.937622871177,0.680433969208,0.818070761647,0.861710260093,0.888890291624,0.371701009582,0.895539804586,0.15521731612,0.90587522822,0.861904129426,0.931843386992,0.93980844275,0.917887931226,0.942440078175,0.595120695178,0.459166939033,0.731220786615,0.873991129285,0.958727582292,0.188254314059,0.957814090782,0.719844746254,0.775052589414,0.758738294623,0.762151253872,0.666659710432,-0.120607089923,0.744006434619,0.638225992077,0.298923857058,0.637644129206,0.82404705843,0.909864648296,0.717488413009,0.797315513441,0.710753888604,0.85604876587,0.824384175232,0.655622589468,0.865092342838,0.459843193913,0.664957533583,-0.0821264048577,0.662021450308,0.328647759404,0.921489553953,0.507942036839,0.736591796917,0.79189106384,0.026292748327,0.677644631238,0.873088957326,0.925559922775,0.858714050828,0.853352437722,0.432013459947,0.642818023209,0.744553816148,0.831642509744,0.93315059972,0.662021450308,0.460878851873,0.730311089296,-0.258632759059,0.523093378142,0.858642354872,0.901873680321,0.893090059116,0.248784036745,0.899426391259,0.691473299257,0.781584804273,0.548336280258,0.895562401238,0.891942543162,0.896291550749,0.203937712531,0.0984642219612
Blocknet,0.64159902923,0.910358191419,0.882901236405,0.735764240543,0.944274393523,0.632268893683,0.899469344405,0.481734072358,0.87109764342,-0.293626419821,0.656576595303,1.0,0.683712917712,0.416253846756,0.683381266153,0.827413301617,0.837737566686,-0.413161518052,0.758732078264,0.846970665553,0.178484658757,0.929726709077,0.787729866807,0.958860774145,0.669343714436,0.686597120511,0.638782805662,-0.305130668448,0.756549251433,0.491611937996,0.654629880362,0.847370805435,0.842883917538,0.708933923898,0.793874871414,0.810860746189,0.946643107347,0.960684456329,-0.214363109997,0.891735385721,0.661520538805,0.232845344849,0.627950483692,0.814279036252,0.801339058492,0.361526611753,0.912131678345,0.904966708709,0.637247559742,0.787528770285,0.381444101868,0.190953569926,0.894545752188,0.903630860946,0.759398935415,-0.428758910089,0.752824158123,0.941480211172,0.900184808679,0.664481328451,0.888167035265,0.875503020224,0.855346217404,0.659666154797,0.172696409679,0.958000546212,0.928424986781,0.715882632459,0.741634647002,0.664489832554,0.873121157474,0.791122653629,0.668343005532,0.773418591465,0.826612005535,0.683748236324,0.698899255133,0.891068299306,0.73721385501,0.818270208498,0.834927533721,0.790198938133,0.958000546212,0.524783273607,0.959871638679,-0.190243390264,0.365040740368,0.528293328294,0.749557626282,0.840042497812,-0.204278234997,0.871390114817,0.964834583,0.887436960273,0.839827561765,0.869494221763,0.822062296602,0.660880588382,0.133116712545,0.368417027957
Burst,0.00238114709844,-0.62511531629,0.279825869429,0.968963887792,0.550031849252,0.910316611111,0.830570987293,0.162067696086,0.886059692616,-0.0500172114162,0.951720349155,0.683712917712,1.0,0.912850252494,0.948236243547,0.827586259715,0.84349271935,-0.0829197930685,0.887223478342,0.884547325121,0.766263486349,0.82182382798,0.935911366062,0.755145321289,0.916011756764,0.899305184304,0.953360534422,0.282577321218,0.937507134582,0.161282065263,0.883043336518,0.922449873159,0.919799105906,0.9338084711,0.940398468662,0.933640205016,0.659213498623,0.501966516952,0.336851893434,0.891114616414,0.967003328495,0.189261286877,0.944194189686,0.778688707809,0.884907460627,-0.270259212992,0.791488245657,0.645632733354,-0.271335941121,0.784737393046,0.582637241814,0.312336046036,0.674038913347,0.86997184277,0.894886426115,0.549106460276,0.874021116327,0.780965285428,0.849317901867,0.91397049365,0.755073944191,0.886828497908,0.412946961298,0.881707828256,-0.665613228693,0.713316464193,0.340302653758,0.909736285845,0.608817823364,0.957947659056,0.812184670605,0.284998594472,0.893729335882,0.911214248208,0.936928403726,0.941935804849,0.953113579052,0.52065248978,0.766067653628,0.742808982493,0.835258865296,0.945024910203,0.713316464193,0.310840766834,0.736024635218,-0.261592588009,0.50922732884,0.893268085063,0.909630192136,0.935501866468,-0.17664061295,0.902059186319,0.760537336758,0.84807991007,0.91240750266,0.888396087383,0.893047273339,0.827444949069,0.197332294583,0.33314342439
Byteball Bytes,-0.604943733642,-0.844872339219,0.0599073682031,0.922719098192,0.483824511806,0.889599071816,0.604930734083,-0.309858304728,0.705170028708,0.0838428322518,0.927234344028,0.416253846756,0.912850252494,1.0,0.833739278394,0.681755192787,0.713629540004,0.566431339919,0.80936102061,0.73841729771,0.724250576347,0.587509696796,0.868676122268,0.515329379376,0.848451026958,0.850289157636,0.89821451258,0.296665506031,0.868642345073,-0.193924319074,0.894485485389,0.834224698339,0.825170080904,0.904978435942,0.820544863349,0.862512431037,0.421135837093,0.393355331484,0.503113195267,0.74577959345,0.916146218556,0.69914109851,0.905038321342,0.660545610415,0.781415637038,0.892341510568,0.481551041614,0.495929694997,-0.44040779863,0.682235582875,0.92442711857,0.404534073911,0.522061548084,0.711167922238,0.855369945949,0.610067013174,0.868846273775,0.454489062746,0.682758235076,0.837538106198,0.40165331422,0.702680894961,0.296586044207,0.880606393805,-0.504707241324,0.384667666585,0.173839598644,0.89308305438,0.301806407609,0.949988620346,0.625265164802,-0.396435004243,0.882624334784,0.821739604994,0.815868522197,0.897830838159,0.82982486498,0.266362763146,0.64145873155,0.607494543119,0.76466032268,0.876425731254,0.384667666585,0.463213900181,0.534427524965,0.254065767981,0.919075504156,0.724987212255,0.874895277415,0.772079766561,0.266897150718,0.789611556692,0.526905749315,0.671045423346,0.788164178418,0.782209970587,0.824199265512,0.781134794762,0.899375281483,0.0219434119832
Bytecoin,-0.0167674686556,-0.657887133251,0.264597258547,0.921338687443,0.537215829911,0.879311365835,0.817857953045,0.335774042125,0.839699658658,-0.319180779026,0.899505355584,0.683381266153,0.948236243547,0.833739278394,1.0,0.844643892764,0.765217839458,-0.325623084902,0.870153856358,0.827475501747,0.719283562337,0.800729733731,0.900471667463,0.733511952579,0.936344343492,0.904143400861,0.973741830261,0.274927017377,0.915480513682,0.311187449141,0.851868093137,0.881235723666,0.907580567058,0.922559319818,0.928901213189,0.902193972741,0.635472721553,0.491372802994,0.44856843869,0.852733839761,0.958288780272,0.204048308707,0.917134401304,0.735983161912,0.855342844595,0.394644929442,0.77407008012,0.622747524904,0.00433751038543,0.709634429175,0.561799142168,0.272508788362,0.662268319783,0.835137646913,0.869715560264,0.709090759409,0.78199022254,0.773656505977,0.81477912654,0.897715695556,0.728968747117,0.900615564226,0.433238076417,0.732024250031,-0.605258719695,0.683725286327,0.371286492101,0.838023839193,0.551761163344,0.908810234515,0.759319835624,0.707088541077,0.78067806545,0.893871574787,0.912370166309,0.951720038487,0.946596141237,0.501150032775,0.734052620847,0.691572955302,0.78913387574,0.914911746819,0.683725286327,0.225011824279,0.715988920407,-0.229053604287,0.519856198784,0.912213930877,0.898853714187,0.905913502744,-0.163934026015,0.887834956676,0.744696355291,0.814960827648,0.831525258269,0.832122707198,0.8923329921,0.774644662129,0.199219999015,0.558089968465
Clams,0.572986184879,0.768998422765,0.720317108195,0.853322035842,0.833323303645,0.753535174628,0.853105160128,0.639619932166,0.858519765808,-0.29805843266,0.808435528468,0.827413301617,0.827586259715,0.681755192787,0.844643892764,1.0,0.799952680933,-0.623811346815,0.806214915598,0.875796827783,0.510723830911,0.876529983905,0.931106419009,0.85613259321,0.783905746426,0.788272618992,0.814754776651,0.0795946725475,0.83882656271,0.565969526469,0.753893628989,0.870515616449,0.923285753454,0.887927643096,0.933222607061,0.923585774926,0.796901996426,0.830911126749,0.100760735652,0.91054503111,0.821671878556,0.213208801337,0.775298380141,0.765538458028,0.824188665013,0.533546780638,0.853197690969,0.832664541598,0.789348441763,0.841732173055,0.490231442231,0.219682929301,0.814842526524,0.884523284589,0.920580193398,0.0476796970814,0.829542648247,0.853150104098,0.891993459011,0.792433623734,0.802210155696,0.921852355006,0.739556109158,0.768582718933,-0.371644061245,0.835318595961,0.684205353416,0.783068998985,0.657210292158,0.790758720927,0.903689023593,0.843040267117,0.76959003739,0.867433389864,0.9597951077,0.805837982941,0.874036106947,0.722175929649,0.715979725533,0.801481926782,0.883535975777,0.909278957173,0.835318595961,0.441201276407,0.84364112605,-0.178888122187,0.456362794027,0.792078496186,0.877523480124,0.873468726419,-0.0047943917584,0.875574259996,0.866947094748,0.832323422558,0.881644065993,0.836959778925,0.920691334778,0.832146224488,0.158720464109,0.634156426282
CloakCoin,0.534559747172,0.666380252457,0.703204681489,0.884370855462,0.838134663005,0.807225695798,0.863366583343,0.13638949549,0.925988794094,-0.00723159792747,0.80580742219,0.837737566686,0.84349271935,0.713629540004,0.765217839458,0.799952680933,1.0,-0.224491903651,0.795054288299,0.899214655758,0.460847795547,0.89324016948,0.86612141903,0.919207939078,0.743363961044,0.776107019024,0.748741469526,-0.188957190549,0.870729003606,0.303588313744,0.775290901768,0.932803773523,0.892226522579,0.827547780439,0.837078904941,0.882412577,0.875482495195,0.821159755328,0.0205262006762,0.937865544767,0.794059365133,0.22736993165,0.783543426374,0.901058861933,0.836009861608,-0.524513611273,0.862078059837,0.828255562269,-0.0037960812385,0.864993459312,0.527252456146,0.242875787741,0.815457629529,0.907437094051,0.854343224083,-0.425558200666,0.88189362865,0.84461643417,0.914879354634,0.776791271146,0.798670376687,0.839913109392,0.676382638565,0.683188940563,0.459338717104,0.870299572001,0.623971093993,0.817991263265,0.796109631813,0.825523659958,0.869543189717,0.234936222544,0.712174878874,0.831658499638,0.872575196755,0.807520420687,0.784508405825,0.732009402665,0.744155047115,0.86925640733,0.919161812715,0.882290338481,0.870299572001,0.694491201389,0.88036153178,-0.211116631285,0.44658781557,0.609665566525,0.825552517606,0.897701465074,-0.205452178942,0.897129255362,0.907174534592,0.915840599687,0.809526093675,0.92837868534,0.856370513849,0.755365773692,0.163344638888,-0.130911474232
Compcoin,-0.263897498818,-0.697693656188,-0.405410107288,0.0541776785509,-0.682953310204,0.0715498811866,-0.684513095846,-0.323339356236,-0.326769637025,0.201987744138,0.0769066927559,-0.413161518052,-0.0829197930685,0.566431339919,-0.325623084902,-0.623811346815,-0.224491903651,1.0,-0.414887979242,-0.361457070718,-0.0956733227483,-0.488413081639,-0.193598163883,-0.432053158322,0.149522162244,0.323498022329,-0.000131819002357,-0.191746916083,0.285026327019,-0.320096642683,-0.0880305071444,-0.392626331576,-0.591312174991,-0.072476949544,-0.475679340632,-0.329851101162,-0.469688205083,-0.580933601369,-0.129634038748,-0.44198159521,0.239231510304,-0.208022994348,-0.157179662977,-0.138312231478,-0.384720271756,-0.538223555266,-0.472781163505,-0.377627240784,-0.49787273144,-0.352452532559,0.36714748173,0.0215099239861,-0.398394511784,-0.383162387288,-0.582281434844,0.00362523702792,-0.00109911297231,-0.449703369298,-0.594089386269,-0.336448351328,-0.289831586681,-0.367333142713,-0.492340842187,-0.00392529942336,0.524906114378,-0.417706357677,-0.579843655112,0.540923145136,-0.167487761523,0.0520242530857,-0.315454689627,-0.505175420587,0.075261249629,-0.197613200171,-0.491626565448,-0.142508201052,-0.334821232397,-0.274111853332,-0.587416164373,0.102932588843,-0.572231408766,-0.375636845111,-0.417706357677,0.0320778810234,-0.385997988982,-0.301659184061,-0.12078877237,0.0389486176133,-0.0477567898297,-0.254571768611,0.0665000600748,-0.397432938482,-0.592701702813,-0.209601248021,-0.293936807729,-0.00890943031624,-0.43450076491,-0.34403986436,-0.377998615435,-0.458039616009
Counterparty,0.143521582602,-0.138778212509,0.508853377391,0.915097460445,0.750406523316,0.856382274082,0.871444374089,0.668712734677,0.860643511875,-0.398000584229,0.820669501145,0.758732078264,0.887223478342,0.80936102061,0.870153856358,0.806214915598,0.795054288299,-0.414887979242,1.0,0.867076459508,0.663258664838,0.849009158588,0.937660490492,0.784696268328,0.82219074147,0.830296656323,0.876188462735,0.184270075306,0.893016323281,0.540885887834,0.863936108841,0.881151472991,0.950778933423,0.924042127928,0.956535882961,0.961177534273,0.7514946068,0.705080535753,0.459992738957,0.919010690109,0.892831003731,0.220329963855,0.903590114277,0.752243875628,0.876124907335,0.814274122279,0.842814275464,0.779865774769,0.55802556522,0.829682377469,0.597211980947,0.41251197608,0.741021286515,0.857905577621,0.942462532842,0.532571846247,0.739200865337,0.841312025266,0.877927737824,0.835600006548,0.740899566586,0.927143047247,0.659632304402,0.546981314098,-0.363539883428,0.778806194933,0.565677406889,0.837999409461,0.599874339671,0.644907102478,0.840401398723,0.565789272018,0.556058111721,0.900274241204,0.959016443991,0.850994044435,0.872247906866,0.589051115835,0.750491795678,0.772104732974,0.857141013904,0.926065860949,0.778806194933,0.531605307986,0.794780156867,-0.33955123683,0.5260325171,0.806473481572,0.920020902218,0.889108961114,0.260442080687,0.891153307155,0.800785464653,0.798760380796,0.44535851786,0.872450574918,0.935011555105,0.880541807467,0.213186548412,0.531853979651
Crown,0.476941829722,0.805127863525,0.712373818352,0.932248843075,0.814616556538,0.807846390103,0.919846232056,0.585869546671,0.909283151538,-0.122248181676,0.88018082599,0.846970665553,0.884547325121,0.73841729771,0.827475501747,0.875796827783,0.899214655758,-0.361457070718,0.867076459508,1.0,0.475332911692,0.949322301472,0.956463990709,0.893855060894,0.77535557025,0.785192525353,0.831361885226,-0.0457389748509,0.892580602,0.28578696598,0.856474519812,0.949120180779,0.932544191499,0.883528388022,0.905711581242,0.927475425785,0.843701148872,0.8085310842,0.0346156675876,0.95636669557,0.862037299953,0.173889461711,0.833821588424,0.881388678058,0.899888079331,0.317485405011,0.889830866697,0.843583208752,0.304894557999,0.826800715223,0.485954004036,0.267139730912,0.793102987275,0.954849282118,0.899600686422,-0.264086071441,0.892744037052,0.908893031672,0.954635424243,0.800958847294,0.832516160221,0.912157874842,0.66327836993,0.887263241997,-0.337179313711,0.870866387506,0.646873311278,0.861985091303,0.700717195068,0.854704238173,0.963927235561,0.584574362406,0.900622116121,0.918558254296,0.931880392317,0.819326566433,0.880858333635,0.700958570294,0.850344817244,0.860815543389,0.91980511349,0.912230568968,0.870866387506,0.545662001166,0.905771230087,-0.267622373548,0.419889690655,0.739662625561,0.843620409155,0.922536186005,-0.0891864089755,0.910166154391,0.901009580114,0.871150838576,0.919197901716,0.933656365636,0.874779735832,0.882995622549,0.147552910379,0.239796332419
DECENT,-0.301692256489,-0.805991434671,-0.0756913827773,0.714552761447,0.191186920734,0.757796327879,0.361925448231,0.0311547853602,0.500919152848,-0.320430514893,0.785325135759,0.178484658757,0.766263486349,0.724250576347,0.719283562337,0.510723830911,0.460847795547,-0.0956733227483,0.663258664838,0.475332911692,1.0,0.328203261298,0.623313950138,0.275395323398,0.666777370808,0.639651860378,0.763879109474,0.43912771727,0.712515760407,0.201610981381,0.729773046474,0.557430412517,0.617639346624,0.687785935296,0.655570465194,0.637753806289,0.117420833401,0.119939806833,0.636038881849,0.483744899459,0.777092532099,0.105715803978,0.797662968172,0.275750950259,0.568399036037,0.825406790781,0.329010553216,0.204232966865,-0.0836138043856,0.459816709113,0.715590411424,0.307813787964,0.332269267011,0.404480392635,0.632969546468,0.665442738625,0.572538742207,0.257738352741,0.420568434592,0.67507394018,0.26380612605,0.490530813372,0.114529132899,0.644592250481,-0.631509769713,0.178126220931,-0.0132898547733,0.701380991552,0.135019902343,0.763020219998,0.331306850239,0.256040106867,0.664332210976,0.627101987081,0.633402554875,0.712340865755,0.677809801703,0.0898265029441,0.429843507515,0.189411708434,0.392911242663,0.684485645805,0.178126220931,0.112760745744,0.213832948157,0.128322525797,0.704635300356,0.680886884705,0.645085356624,0.600572689748,0.366759654336,0.565057255229,0.256134642128,0.39143047961,0.61158239976,0.541162521374,0.593081925219,0.643558044327,0.756656002653,0.190710515712
Dash,0.688878056212,0.943063782992,0.876358034161,0.878822642513,0.952176423172,0.754435656238,0.968443618424,0.72650280783,0.923373003426,-0.296662626529,0.753978312584,0.929726709077,0.82182382798,0.587509696796,0.800729733731,0.876529983905,0.89324016948,-0.488413081639,0.849009158588,0.949322301472,0.328203261298,1.0,0.918829572729,0.948677524841,0.763876317534,0.776166053906,0.756013193062,-0.233904105152,0.862902793705,0.37802611277,0.815300373819,0.931377964171,0.939381921789,0.846135664385,0.88919106331,0.917807738396,0.925846822704,0.959993862894,-0.229360712163,0.963944023451,0.810615665112,0.198704734454,0.775783228344,0.886331959911,0.905170282685,0.603191310706,0.95121357801,0.913949679155,0.662670892661,0.850903575111,0.437816509323,0.287949235639,0.855859936437,0.934394643141,0.86758701845,-0.469137158526,0.801400492279,0.970985274982,0.966465916803,0.757822314032,0.872294180557,0.935861755868,0.805737956715,0.390121804935,-0.35393293959,0.934985665647,0.806541170178,0.750147111993,0.742133616669,0.487688033246,0.953936348552,0.697471842217,0.394791172918,0.910092122563,0.922133093519,0.797286526467,0.837250726082,0.802916985584,0.850475371837,0.889773309873,0.915302556634,0.881004021739,0.934985665647,0.630250600507,0.953542622909,-0.280192324062,0.394046122871,0.679262191143,0.837785416655,0.915452818371,-0.00883351462744,0.92359141781,0.952859712189,0.89907953964,0.322479598711,0.915526215549,0.889337565615,0.819735341174,0.130684068942,0.319609774664
Decred,0.119547316291,-0.114725986222,0.528109088991,0.969552192841,0.763803452519,0.885662113196,0.911601670039,0.372033053337,0.904449263381,-0.180419877748,0.937622871177,0.787729866807,0.935911366062,0.868676122268,0.900471667463,0.931106419009,0.86612141903,-0.193598163883,0.937660490492,0.956463990709,0.623313950138,0.918829572729,1.0,0.839176199587,0.870787858326,0.875339329858,0.911048739718,0.0856202122496,0.946211196296,0.407312215396,0.91075856929,0.949011208293,0.967795587679,0.955221639717,0.949172577019,0.967123711832,0.7699323728,0.725928091019,0.314077269676,0.942964948049,0.934701634313,0.191909981807,0.914958589925,0.84042775571,0.900949821947,0.625565863645,0.851138310063,0.817567458889,0.205803546657,0.856057853401,0.568672156728,0.204876789716,0.758421204432,0.93444217515,0.95310863317,0.490394341139,0.929182710461,0.855175791772,0.934160606587,0.869101254273,0.766832875919,0.933350415468,0.610544065982,0.945055107802,-0.0350657848548,0.792075368503,0.544645021009,0.918004091242,0.613316073621,0.921400217942,0.926943367761,0.536543630782,0.947052578882,0.951860981367,0.971863427523,0.901627441634,0.925224079741,0.621681515082,0.902800111387,0.834254914368,0.904172923492,0.952603746599,0.792075368503,0.624563507082,0.84520145387,-0.22497794957,0.487504954398,0.814349288089,0.93553070147,0.933854511777,-0.0790395463279,0.936466006252,0.854988666188,0.864315937308,0.951014330371,0.935074423456,0.940019886092,0.921519435967,0.168311464982,0.483938628013
Diamond,0.841238296314,0.890822251513,0.91781127134,0.810271416981,0.96305189328,0.700599627204,0.911110993256,0.429534566762,0.922822119252,-0.135708391142,0.680433969208,0.958860774145,0.755145321289,0.515329379376,0.733511952579,0.85613259321,0.919207939078,-0.432053158322,0.784696268328,0.893855060894,0.275395323398,0.948677524841,0.839176199587,1.0,0.709397934124,0.73441483123,0.656126947662,-0.338130619706,0.823730041931,0.443457992417,0.720752022932,0.899750150011,0.886233812256,0.7748681964,0.833771109303,0.850547814408,0.961759377148,0.98248086231,-0.311985945642,0.944970039354,0.724962124182,0.23173098561,0.701135226405,0.883526137406,0.844606064654,-0.469920463618,0.938599002499,0.913348006046,0.546775423075,0.854202943808,0.442903216,0.191390274037,0.895560660552,0.904602504254,0.833897903388,-0.583660141694,0.785317788828,0.93123413178,0.940759314064,0.641149904147,0.87810319756,0.890331682012,0.833871898302,0.30358394497,0.25541208513,0.965591577479,0.829140058129,0.701393445188,0.824660165643,0.358384701815,0.903348139919,0.601514755096,0.303437347335,0.822459171168,0.869123705695,0.74321543235,0.753715068337,0.880249136687,0.775332753201,0.868150319442,0.889576471077,0.834276041548,0.965591577479,0.605263724862,0.951044088746,-0.2089129773,0.406080643248,0.578986913516,0.791931812429,0.884920219684,-0.322721938535,0.894588260622,0.97124069734,0.923502341542,0.26507794029,0.893732874702,0.855205044493,0.713372992513,0.147063777658,0.166805349612
DigiByte,-0.0781342650225,-0.721206555845,0.279699307369,0.882909818736,0.534071595125,0.854362764884,0.784257305443,-0.0739882866915,0.816035371614,-0.189045017036,0.818070761647,0.669343714436,0.916011756764,0.848451026958,0.936344343492,0.783905746426,0.743363961044,0.149522162244,0.82219074147,0.77535557025,0.666777370808,0.763876317534,0.870787858326,0.709397934124,1.0,0.978212185356,0.89762034185,0.136651614296,0.894497561376,0.392481989554,0.793789179843,0.848465652905,0.876401442186,0.881297838037,0.901347715437,0.887665440693,0.620869120209,0.479611343286,0.323629428684,0.810899649864,0.941060842927,0.235753435395,0.889582098234,0.711504899327,0.832718742579,0.282917748486,0.755497145567,0.618874783764,-0.0372964916442,0.692636322513,0.568439464283,0.271470592513,0.644879440298,0.768149240097,0.837510398068,0.706084110993,0.739244430631,0.731781475744,0.787153707097,0.892488803249,0.68896876646,0.850560352937,0.415288359682,0.393583233919,-0.693197722849,0.648647572483,0.346839683568,0.779965923303,0.532515102346,0.576955090981,0.716029103019,0.237090784242,0.392933565838,0.848140741569,0.88050606482,0.971262399508,0.876363502313,0.493504167149,0.69913645183,0.670995930112,0.743994837298,0.916591356517,0.648647572483,0.252110429486,0.686871901669,-0.212961559387,0.524106055607,0.835804636826,0.938856708027,0.885751494033,-0.226308778502,0.895038439343,0.71463988287,0.839950467573,0.251362366088,0.803394841439,0.90260021301,0.717565579504,0.196806054729,0.590901239903
DigitalNote,-0.17726642337,-0.804336041821,0.330338187792,0.883004744453,0.594729927917,0.879311786522,0.791738802575,-0.217427067539,0.831929705768,-0.256141767265,0.861710260093,0.686597120511,0.899305184304,0.850289157636,0.904143400861,0.788272618992,0.776107019024,0.323498022329,0.830296656323,0.785192525353,0.639651860378,0.776166053906,0.875339329858,0.73441483123,0.978212185356,1.0,0.908294657716,0.0657566843393,0.907985870527,0.426139947957,0.786907910013,0.853553250259,0.890234559002,0.878262909118,0.896951341945,0.902964671743,0.653561543814,0.530995324248,0.398604188075,0.828171335068,0.925281329207,0.254863702962,0.884629517529,0.742141075435,0.839816854454,0.520235184238,0.774328666123,0.658192022243,0.0175428465073,0.721183281025,0.58249575765,0.292162062781,0.666718249059,0.794451271264,0.856336303507,0.707656054811,0.754714385657,0.739028162892,0.810728194094,0.942057488438,0.675715956009,0.842678727915,0.465541494866,0.680455164706,-0.431400221277,0.665950449397,0.380893949652,0.83303507573,0.554198842445,0.903125823802,0.724207645522,0.0756028843588,0.729074680529,0.849908292634,0.881059278666,0.973469612439,0.84600368611,0.508348486764,0.698615093195,0.707029823058,0.77134347243,0.919939971241,0.665950449397,0.355462580672,0.709666596105,-0.200034808128,0.527390222447,0.789627868679,0.942732627847,0.880965146907,-0.0878353326522,0.911839715358,0.741469715541,0.859950009926,0.834000103382,0.817517959481,0.918391659934,0.731646810776,0.206305311175,0.554581969978
Dogecoin,-0.597572794104,-0.776727113416,0.0885561496327,0.942276471279,0.486547040661,0.897708522272,0.775159258016,0.049562618692,0.815314411425,-0.35245945615,0.888890291624,0.638782805662,0.953360534422,0.89821451258,0.973741830261,0.814754776651,0.748741469526,-0.000131819002357,0.876188462735,0.831361885226,0.763879109474,0.756013193062,0.911048739718,0.656126947662,0.89762034185,0.908294657716,1.0,0.408098570026,0.919137449117,0.111985528338,0.887701230029,0.880468144319,0.911078043075,0.948449215222,0.922264856799,0.911245706487,0.602266733006,0.412798552553,0.705785858092,0.842881040017,0.975603818052,0.200549545058,0.934951530997,0.730452792039,0.842417867653,0.728098600295,0.741745824739,0.622541941792,-0.134334953105,0.661761165852,0.587138809777,0.284348094908,0.598660312679,0.818020598487,0.879650049579,0.847937199291,0.774410628821,0.740125335634,0.816232473507,0.866134067397,0.675442584607,0.895248499348,0.412395723593,0.474754197223,-0.57146648265,0.630389284744,0.301278701559,0.850550031489,0.480900970078,0.507322735544,0.751770949611,0.212892408184,0.499851362177,0.889228158318,0.907206545797,0.921559998241,0.895461269565,0.403966368936,0.71949428046,0.706144223304,0.790684770022,0.909575218009,0.630389284744,0.262222095191,0.694878870923,-0.278735891066,0.522154798637,0.924579384228,0.911403593218,0.889077620325,0.206779976449,0.87440418311,0.682596723818,0.776653116633,0.464390542971,0.833567190245,0.890800890458,0.804647942259,0.199433149953,0.427980779667
E-coin,-0.355891431021,-0.484802253552,-0.318253244152,0.230589440914,-0.328199975964,0.260131614568,-0.216090234641,0.387649954446,-0.0821871551809,-0.305539494574,0.371701009582,-0.305130668448,0.282577321218,0.296665506031,0.274927017377,0.0795946725475,-0.188957190549,-0.191746916083,0.184270075306,-0.0457389748509,0.43912771727,-0.233904105152,0.0856202122496,-0.338130619706,0.136651614296,0.0657566843393,0.408098570026,1.0,0.134440149722,0.24674762443,0.390426848208,-0.00109014073494,0.0727697607928,0.190905520081,0.164393794426,0.126048025872,-0.422289024448,-0.351968394105,0.697166815326,-0.139980685054,0.326370770153,-0.123619830246,0.375078146335,-0.391510246979,-0.0166696971433,0.787485440221,-0.186039113515,-0.368351873837,0.0704141452004,-0.0332779972241,0.215143137291,0.201104272013,-0.188074268577,-0.161875464807,0.0778551368262,0.611774351215,-0.0112074274123,-0.192421628768,-0.176063136129,0.15440973371,-0.131608563716,-0.0435015695567,-0.231350469421,0.388510253417,-0.778514671189,-0.310996696976,-0.276360530951,0.167532865583,-0.300383483297,0.256777362357,-0.236714995267,0.490381885346,0.412728220849,0.18399968799,0.114364636304,0.170860752085,0.296775978995,-0.318821722604,-0.0627119165397,-0.406704919162,-0.126294296196,0.176251310492,-0.310996696976,-0.226447010471,-0.27877286278,-0.142473569881,0.201936295596,0.420189186164,0.0737194377357,0.0614590502609,0.41778164994,0.0147951911681,-0.350571474808,-0.225697311727,0.0234944984657,-0.0588404825254,0.0213657012909,0.319916852727,0.314886280228,0.311736406875
